Ticker,Name,Sector,Industry,Score,Action,Composite_Flag,Moat_Score,Moat_Label,Price,Analyst_Target,Analyst_Upside,Analyst_Count,Mkt_Cap,PE_Fwd,PS,PB,PEG,EV_EBITDA,ROE,Rev_Growth,Rev_Growth_Prev,Gross_Margin,Op_Margin,Profit_Margin,FCF_Yield,EPS_Growth,EPS_Surprise,From_Low_Pct,From_High_Pct,Debt_Equity,Beta,Short_Float,Inst_Own,Insider_Buy_Pct,Div_Yield,Payout_Ratio,ROA,Current_Ratio,MA200,Vs_MA200
TREE,"LendingTree, Inc.",Financial Services,Financial Conglomerates,62.9,BUY,🚀 Accel Growth · ⚠️ High Beta · ⚠️ High Leverage · ⚠️ Below 200 DMA,57.0,Narrow,37.37,81.33,117.63,6.0,$511M,7.5,0.48,3.85,,10.39,12.0,18.0,-4.36,96.16,9.39,1.34,10.47,,,14.46,-51.69,3.4,2.17,11.96,87.31,100.0,,,6.23,1.43,52.3,-28.55
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,62.9,BUY,💰 Income,68.0,Narrow,227.01,260.97,14.96,32.0,$57.4B,13.54,4.68,5.71,,16.53,21.0,7.2,11.92,55.38,26.3,16.47,3.28,-8.1,,53.29,-11.45,1.2,1.46,4.39,99.08,100.0,179.0,51.02,8.01,2.05,220.67,2.87
SE,Sea Limited,Consumer Cyclical,Internet Retail,62.8,BUY,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ Below 200 DMA,38.0,Weak,108.45,180.54,66.47,30.0,$64.2B,22.09,3.05,6.33,0.15,32.92,16.0,38.3,6.24,44.92,7.95,6.74,1.19,144.6,,8.99,-45.58,0.41,1.59,6.36,72.51,100.0,,,4.45,1.44,151.98,-28.64
SAFT,"Safety Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,62.7,BUY,💰 Income,43.5,Weak,77.63,,,,$1.2B,12.42,0.91,1.27,0.08,8.3,12.0,11.4,10.97,10.77,8.13,7.85,,147.4,,15.8,-7.8,0.07,0.21,1.84,85.32,100.0,474.0,61.67,3.38,0.38,75.31,3.08
MG,Mistras Group Inc,Industrials,Security & Protection Services,62.7,BUY,—,26.0,None,15.28,17.0,11.26,2.0,$482M,15.05,0.67,2.12,0.14,9.81,8.0,7.0,7.34,33.9,11.07,2.54,0.28,104.8,,116.43,-1.61,1.19,0.87,2.78,60.2,100.0,,,4.94,1.89,10.52,45.25
ELMD,"Electromed, Inc.",Healthcare,Medical Devices,62.7,BUY,💎 Deep Value,76.5,Wide,23.7,37.0,56.12,4.0,$198M,38.85,2.87,4.32,0.96,14.16,20.0,16.3,7.67,78.23,19.16,13.06,3.58,40.3,,33.67,-22.88,0.0,0.26,2.06,59.7,100.0,,,13.62,4.86,23.91,-0.88
MARA,"MARA Holdings, Inc.",Financial Services,Capital Markets,62.7,BUY,⭐ Compounder · 🚀 Accel Growth · ⚠️ High Short · ⚠️ High Beta · ⚠️ Below 200 DMA,63.0,Narrow,8.94,17.3,93.51,11.0,$3.4B,-894.0,3.68,0.66,,5.5,23.0,91.7,11.24,44.87,31.45,100.82,6.53,,,34.23,-61.88,0.7,5.53,37.7,69.09,100.0,,,4.96,2.09,14.46,-38.17
VEEV,Veeva Systems Inc.,Healthcare,Health Information Services,62.7,BUY,💎 Deep Value · 📈 Analyst Conviction · ⚠️ Below 200 DMA,69.5,Narrow,182.01,293.1,61.04,30.0,$29.9B,21.18,9.71,4.25,0.78,25.15,14.0,16.0,9.46,75.67,29.69,27.93,3.51,27.1,,8.25,-41.38,0.01,1.08,4.21,88.29,100.0,,,7.64,7.53,258.88,-29.69
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,62.6,BUY,💰 Income,44.0,Weak,80.12,82.76,3.3,21.0,$54.1B,19.91,3.11,2.23,,13.84,5.0,-1.7,-40.73,47.29,5.6,6.29,5.41,,,50.04,-0.13,0.12,0.74,1.63,87.75,100.0,90.0,40.0,3.88,1.43,69.89,14.64
CMPR,Cimpress PLC,Industrials,Specialty Business Services,62.6,BUY,—,57.1,Narrow,73.05,97.5,33.47,2.0,$1.8B,12.98,0.51,-3.36,,9.9,,11.0,9.35,47.02,8.58,0.66,10.24,-19.2,,107.47,-11.38,,1.74,14.19,91.55,100.0,,,7.79,0.68,61.69,18.41
CDW,CDW Corporation,Technology,Information Technology Services,62.4,BUY,⚠️ Below 200 DMA,46.5,Weak,122.64,167.4,36.5,10.0,$16.1B,10.89,0.72,6.09,1.88,10.86,43.0,6.3,15.24,21.73,7.31,4.76,5.73,5.8,,3.55,-36.22,2.37,1.05,4.4,97.8,100.0,205.0,31.0,6.81,1.18,156.49,-21.63
LYFT,"Lyft, Inc.",Technology,Software - Application,62.4,BUY,⭐ Compounder · 📈 Analyst Conviction · ⚠️ Below 200 DMA,49.0,Weak,13.84,19.97,44.29,38.0,$5.5B,7.4,0.88,1.69,0.0,-150.06,141.0,2.7,16.21,33.88,-11.18,45.03,21.53,4363.0,,43.27,-45.81,0.4,1.9,17.09,100.93,100.0,,,-1.46,0.65,17.85,-22.46
CMCSA,Comcast Corporation,Communication Services,Telecom Services,62.4,BUY,💰 Income,66.5,Narrow,30.96,33.01,6.62,22.0,$112.8B,7.78,0.91,1.15,,5.62,21.0,1.2,4.39,71.75,10.79,16.17,4.96,-54.6,,28.29,-13.02,1.08,0.79,2.37,88.64,100.0,426.0,18.37,4.79,0.88,29.83,3.79
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,62.3,BUY,📈 Analyst Conviction · ⚠️ Below 200 DMA,65.0,Narrow,148.92,208.82,40.22,47.0,$121.5B,37.39,12.28,11.15,0.61,81.02,16.0,14.9,8.08,73.5,15.42,12.96,2.31,61.8,,6.7,-33.4,0.05,0.75,2.81,73.66,100.0,,,3.21,1.04,191.5,-22.23
COP,ConocoPhillips,Energy,Oil & Gas E&P,62.2,BUY,💰 Income,57.0,Narrow,113.46,116.11,2.34,27.0,$138.7B,16.78,2.3,2.16,,6.46,12.0,-6.8,-9.0,46.18,16.3,13.25,5.4,-37.5,,42.04,-0.3,0.38,0.29,1.67,84.85,100.0,296.0,50.08,6.42,1.3,94.24,20.39
DGII,Digi International Inc.,Technology,Communication Equipment,62.1,BUY,—,54.5,Weak,48.82,50.5,3.44,6.0,$1.8B,18.35,4.09,2.83,1.14,20.05,7.0,17.9,9.41,63.94,13.33,9.45,6.35,16.1,,118.04,-5.72,0.23,0.82,5.71,101.17,100.0,,,4.46,1.24,38.18,27.87
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,62.0,BUY,📈 Analyst Conviction,45.5,Weak,61.97,77.75,25.46,20.0,$13.0B,9.32,0.31,4.91,,6.14,22.0,2.4,-32.33,22.5,3.98,1.54,8.79,-48.7,,12.69,-31.8,1.55,1.47,13.43,99.61,100.0,613.0,125.08,6.52,1.04,71.98,-13.91
AMTM,"Amentum Holdings, Inc.",Industrials,Specialty Business Services,61.8,HOLD,💎 Deep Value,27.9,None,29.87,36.64,22.66,11.0,$7.3B,10.84,0.51,1.6,0.04,11.03,2.0,-5.2,12.43,10.64,3.61,0.69,8.75,266.7,,86.57,-21.62,0.84,,5.89,103.58,100.0,,,2.75,1.42,26.07,14.58
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,61.7,HOLD,💰 Income,75.5,Wide,256.26,297.47,16.08,15.0,$37.4B,21.04,6.93,5.91,1.51,18.15,26.0,11.0,3.39,61.47,35.16,27.53,3.79,13.9,,28.18,-12.78,0.13,0.88,7.98,68.23,100.0,94.0,22.35,14.74,3.06,260.52,-1.64
FLEX,Flex Ltd.,Technology,Electronic Components,61.6,HOLD,—,31.0,None,63.02,76.12,20.79,8.0,$23.3B,17.27,0.87,4.52,,12.71,17.0,7.7,6.35,9.27,5.67,3.18,4.01,-9.1,,150.98,-12.74,0.98,1.23,3.03,102.93,100.0,,,4.53,1.4,56.49,11.56
ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,61.6,HOLD,📈 Analyst Conviction · ⚠️ High Beta,56.0,Narrow,46.48,62.27,33.97,27.0,$15.3B,26.99,5.33,7.69,0.09,36.87,16.0,24.9,23.51,62.4,15.71,7.79,2.48,289.8,,35.19,-24.16,0.33,2.15,6.97,68.82,,,,8.93,2.55,47.35,-1.84
CI,The Cigna Group,Healthcare,Healthcare Plans,61.6,HOLD,💰 Income,39.5,Weak,289.82,332.62,14.77,23.0,$77.4B,8.66,0.28,1.83,,8.24,15.0,10.4,1.86,9.3,3.53,2.17,12.62,-13.3,,21.01,-17.19,0.75,0.28,2.27,91.37,100.0,215.0,27.23,4.09,0.85,291.2,-0.47
DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,61.5,HOLD,💰 Income,51.5,Weak,92.76,98.6,6.3,5.0,$10.7B,21.05,2.86,6.81,,16.82,24.0,3.0,12.72,34.6,13.49,10.09,2.35,-3.5,,61.46,-17.8,0.43,1.01,1.84,89.52,100.0,129.0,35.51,11.8,2.29,83.25,11.42
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,61.5,HOLD,💰 Income,59.4,Narrow,153.08,184.83,20.74,12.0,$30.2B,11.13,2.13,2.41,,,17.0,5.7,9.5,92.98,19.74,14.76,,-6.2,,30.2,-13.84,0.46,1.0,5.29,79.49,100.0,141.0,19.94,2.45,2.24,161.47,-5.2
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,61.4,HOLD,💎 Deep Value · 💰 Income,27.0,None,79.9,96.5,20.78,26.0,$101.6B,9.76,0.25,1.35,0.12,11.7,2.0,8.4,8.76,13.29,1.57,0.44,5.83,79.0,,36.93,-6.17,1.06,0.5,1.31,90.83,100.0,333.0,191.37,2.47,0.84,73.03,9.41
PFBC,Preferred Bank,Financial Services,Banks - Regional,61.4,HOLD,🚀 Accel Growth,44.0,Weak,87.72,102.0,16.28,4.0,$1.1B,7.94,3.8,1.35,0.52,,17.0,15.5,0.09,0.0,71.65,47.52,,15.2,,22.0,-14.88,,0.63,9.55,87.5,100.0,365.0,30.36,1.84,,91.18,-3.79
VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls,61.4,HOLD,💰 Income,69.0,Narrow,97.43,110.12,13.02,17.0,$24.2B,21.4,4.4,7.79,1.8,18.42,36.0,3.8,1.93,59.95,22.71,17.08,3.37,11.9,,16.17,-11.52,0.93,1.11,2.25,98.01,100.0,53.0,12.23,11.34,1.67,101.64,-4.14
SNEX,StoneX Group Inc.,Financial Services,Capital Markets,61.4,HOLD,🚀 Accel Growth · ⚠️ High Leverage,24.1,None,127.5,135.0,5.88,1.0,$6.7B,14.52,0.05,2.65,0.23,,17.0,39.6,-11.3,1.52,0.49,0.25,,63.3,,96.15,-2.67,8.06,0.44,4.87,84.88,100.0,,,0.93,1.06,97.35,30.97
UFCS,"United Fire Group, Inc",Financial Services,Insurance - Property & Casualty,61.3,HOLD,💰 Income,31.5,None,38.86,39.5,1.65,2.0,$992M,10.5,0.72,1.05,0.48,5.85,14.0,9.8,1.46,11.48,14.05,8.53,-112.49,22.0,,55.38,-4.36,0.17,0.45,1.95,67.8,95.0,206.0,14.29,2.71,0.68,32.19,20.72
HCSG,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,61.1,HOLD,💎 Deep Value,42.0,Weak,21.77,24.5,12.54,4.0,$1.5B,19.72,0.83,2.97,0.12,24.15,12.0,6.6,3.73,13.03,5.54,3.21,4.87,162.1,,138.44,-5.27,0.03,0.77,3.85,106.35,100.0,,,3.8,3.38,16.74,30.05
TBRG,"TruBridge, Inc.",Healthcare,Health Information Services,61.1,HOLD,—,51.5,Weak,19.29,22.67,17.52,6.0,$290M,8.4,0.83,1.55,,9.22,2.0,1.7,-5.63,52.81,9.01,1.03,11.05,,,8.01,-39.72,0.93,0.64,6.63,72.26,100.0,,,5.14,1.91,21.35,-9.65
AAPL,Apple Inc.,Technology,Consumer Electronics,61.0,HOLD,💰 Income,69.0,Narrow,264.18,293.07,10.94,41.0,$3.9T,28.41,8.91,44.04,1.79,25.52,152.0,15.7,7.45,47.33,35.37,27.04,2.74,15.9,,56.13,-8.47,1.03,1.11,0.91,65.18,100.0,39.0,13.04,24.38,0.97,242.92,8.75
FOR,Forestar Group Inc,Real Estate,Real Estate - Development,61.0,HOLD,—,32.0,None,28.72,33.0,14.9,4.0,$1.5B,8.51,0.87,0.82,,9.71,10.0,9.0,91.03,21.57,6.78,9.9,9.41,-6.7,,59.56,-6.57,0.45,1.44,3.02,36.34,100.0,,,4.25,1.17,24.98,14.97
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,60.9,HOLD,💰 Income,49.5,Weak,30.28,35.57,17.47,14.0,$41.1B,12.07,2.48,1.61,,13.29,8.0,10.5,2.29,54.2,22.63,12.52,2.76,,,20.97,-16.17,0.75,0.35,3.24,97.72,100.0,304.0,79.31,4.26,0.64,29.82,1.54
MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,60.9,HOLD,💰 Income,46.5,Weak,96.57,104.5,8.21,2.0,$534M,17.92,2.16,2.86,,15.93,2.0,3.6,-2.25,62.4,12.25,1.51,6.9,,,74.16,-32.08,0.91,0.89,5.58,92.03,100.0,66.0,98.46,2.47,1.94,81.72,18.17
HPQ,HP Inc.,Technology,Computer Hardware,60.9,HOLD,⚠️ Below 200 DMA,44.3,Weak,18.99,19.99,5.27,16.0,$17.7B,6.32,0.32,-22.74,,5.64,,6.9,3.17,20.25,6.19,4.46,15.92,-3.5,,8.14,-39.58,,1.2,14.14,90.29,100.0,632.0,43.68,5.62,0.76,24.82,-23.49
ORCL,Oracle Corporation,Technology,Software - Infrastructure,60.8,HOLD,📈 Analyst Conviction · ⚠️ High Leverage · ⚠️ Below 200 DMA,57.0,Narrow,145.4,269.94,85.65,38.0,$417.9B,18.33,6.85,13.95,0.19,20.19,69.0,14.2,5.63,68.54,32.0,25.28,-2.44,94.7,,22.33,-57.94,4.33,1.63,1.97,44.32,100.0,138.0,35.71,6.86,0.91,220.63,-34.1
ROP,"Roper Technologies, Inc.",Technology,Software - Application,60.8,HOLD,📈 Analyst Conviction · 💰 Income · ⚠️ Below 200 DMA,59.0,Narrow,349.73,462.19,32.16,16.0,$37.6B,14.99,4.76,1.88,,14.44,8.0,9.7,7.15,69.24,28.58,19.44,5.63,-7.3,,11.71,-41.24,0.48,0.93,2.8,101.59,100.0,104.0,23.24,4.24,0.52,486.41,-28.1
CNI,Canadian National Railway Compa,Industrials,Railroads,60.8,HOLD,💰 Income,65.5,Narrow,112.19,109.34,-2.54,13.0,$68.7B,17.45,3.97,4.35,1.96,9.92,22.0,2.4,-5.41,56.67,42.41,27.28,3.47,8.9,,23.64,-0.26,1.0,0.86,,74.75,100.0,241.0,46.9,7.7,0.67,98.9,13.44
RIOT,"Riot Platforms, Inc.",Financial Services,Capital Markets,60.8,HOLD,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ High Beta,47.5,Weak,16.29,26.78,64.4,19.0,$6.1B,-409.61,9.51,1.72,,12.97,5.0,112.6,7.32,39.55,28.36,25.74,1.33,,,163.17,-31.94,0.25,3.59,13.84,75.47,100.0,,,3.08,1.47,14.56,11.88
TDY,Teledyne Technologies Incorpora,Technology,Scientific & Technical Instruments,60.7,HOLD,—,47.0,Weak,681.1,695.0,2.04,13.0,$32.0B,26.45,5.23,2.99,0.68,22.6,9.0,7.3,6.18,42.76,20.6,14.63,2.15,38.8,,62.55,-1.56,0.25,1.01,3.07,97.65,100.0,,,4.92,1.64,545.72,24.81
FIGS,"FIGS, Inc.",Consumer Cyclical,Apparel Manufacturing,60.6,HOLD,🚀 Accel Growth,47.0,Weak,15.45,14.5,-6.15,7.0,$2.5B,51.63,4.03,5.86,0.06,49.38,8.0,33.0,0.53,66.53,9.32,5.43,1.79,881.8,,333.38,-2.83,0.14,1.3,11.02,92.82,100.0,,,4.38,4.94,8.14,89.8
MKSI,MKS Inc.,Technology,Scientific & Technical Instruments,60.4,HOLD,—,38.0,Weak,244.46,292.5,19.65,12.0,$16.4B,20.53,4.18,6.04,1.17,22.57,12.0,10.6,4.18,46.73,14.23,7.5,3.26,17.6,,345.77,-9.43,1.65,1.94,6.04,106.42,100.0,41.0,20.14,3.98,2.71,140.48,74.02
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,60.4,HOLD,💰 Income,73.0,Narrow,248.43,233.13,-6.16,24.0,$598.7B,19.8,6.36,7.34,0.4,18.56,35.0,9.1,9.59,68.08,23.97,28.46,2.78,49.1,,75.57,-0.2,0.6,0.35,0.86,75.7,100.0,209.0,46.6,8.68,1.03,187.88,32.23
TGNA,TEGNA Inc,Communication Services,Broadcasting,60.4,HOLD,💰 Income,52.5,Weak,20.95,21.67,3.44,3.0,$3.4B,6.94,1.17,1.08,,8.22,11.0,-19.3,-22.46,39.45,15.89,11.97,9.74,-74.8,,40.89,-1.87,0.83,0.14,7.46,97.0,100.0,239.0,23.92,5.33,2.22,19.03,10.09
AX,"Axos Financial, Inc.",Financial Services,Banks - Regional,60.4,HOLD,🚀 Accel Growth,40.0,Weak,86.82,112.0,29.0,6.0,$4.9B,8.77,3.88,1.68,0.39,,17.0,21.8,4.77,0.0,50.62,36.04,,22.6,,59.42,-14.82,,1.25,6.23,83.82,100.0,,,1.76,,84.53,2.71
KROS,"Keros Therapeutics, Inc.",Healthcare,Biotechnology,60.4,HOLD,🚀 Accel Growth,47.5,Weak,14.19,23.0,62.09,7.0,$432M,-3.65,1.75,0.82,,-5.09,10.0,3575.8,497.24,37.19,-107.87,26.12,11.46,,,55.59,-37.07,0.02,0.84,15.11,66.67,100.0,,,4.4,29.86,16.1,-11.86
TGT,Target Corporation,Consumer Defensive,Discount Stores,60.3,HOLD,💰 Income,44.5,Weak,113.79,107.28,-5.72,32.0,$51.7B,14.87,0.49,3.32,,8.45,25.0,-1.6,-18.45,27.81,4.63,3.58,5.02,-19.3,,36.37,-10.44,1.32,1.14,4.25,86.07,100.0,401.0,54.55,5.24,0.97,98.37,15.68
THR,"Thermon Group Holdings, Inc.",Industrials,Specialty Industrial Machinery,60.2,HOLD,—,48.5,Weak,50.78,54.67,7.66,3.0,$1.7B,22.47,3.2,3.1,,16.45,11.0,9.6,-1.76,45.56,18.09,11.26,2.66,-1.3,,120.3,-13.29,0.3,0.73,2.17,102.36,100.0,,,6.77,2.9,32.61,55.72
CVE,Cenovus Energy Inc,Energy,Oil & Gas Integrated,60.1,HOLD,💎 Deep Value · 💰 Income,42.5,Weak,22.31,20.86,-6.5,2.0,$42.1B,16.6,0.85,1.82,0.03,5.62,13.0,-15.1,-7.11,21.47,9.5,7.91,6.46,539.7,,118.08,-4.62,0.45,0.61,,55.82,100.0,263.0,36.28,4.61,1.57,16.67,33.83
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,60.1,HOLD,📈 Analyst Conviction · ⚠️ Below 200 DMA,50.0,Weak,223.96,339.19,51.45,16.0,$11.3B,11.12,2.1,3.1,,13.8,12.0,10.6,0.92,48.05,15.05,7.76,5.8,-57.1,,8.86,-36.49,0.75,1.66,4.85,98.8,100.0,,,6.07,0.97,284.91,-21.39
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,60.0,HOLD,—,76.0,Wide,79.03,89.82,13.65,33.0,$60.6B,23.85,8.91,47.44,,25.13,136.0,14.8,-1.81,80.46,32.77,27.26,2.88,-3.8,,12.71,-28.59,0.86,1.05,2.76,71.59,100.0,,,12.87,1.17,87.7,-9.89
NATR,"Nature's Sunshine Products, Inc",Consumer Defensive,Packaged Foods,60.0,HOLD,—,54.5,Weak,27.68,22.5,-18.71,2.0,$488M,27.68,1.03,3.03,1.22,10.62,9.0,12.0,-2.92,72.28,6.99,3.18,7.95,22.7,,151.41,-1.0,0.09,0.94,2.05,84.29,100.0,,,5.87,2.23,18.23,51.84
GE,GE Aerospace,Industrials,Aerospace & Defense,59.9,HOLD,💰 Income,51.5,Weak,342.26,361.11,5.51,18.0,$361.0B,40.14,7.87,19.22,1.19,34.45,45.0,17.6,22.62,31.5,19.55,18.98,1.44,33.8,,114.77,-1.78,1.14,1.38,1.48,80.78,100.0,55.0,17.89,4.68,1.04,285.87,19.73
DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores,59.9,HOLD,⭐ Compounder · 💰 Income · ⚠️ High Short,63.0,Narrow,602.79,519.67,-13.79,3.0,$9.4B,18.49,1.43,5.29,,10.25,32.0,-3.0,-25.13,40.32,10.39,8.69,5.34,-5.0,,113.57,-18.76,0.31,1.34,25.54,67.85,100.0,20.0,3.02,12.23,2.65,559.76,7.69
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,59.8,HOLD,🚀 Accel Growth · ⚠️ High Leverage,49.5,Weak,99.59,113.71,14.18,14.0,$14.0B,15.96,2.97,25.96,,13.79,-36.0,31.3,-10.97,63.82,20.67,-6.86,3.11,,,103.24,-6.91,6.01,0.55,3.35,94.5,100.0,281.0,92.41,11.19,1.38,79.34,25.52
CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,59.8,HOLD,—,59.0,Narrow,79.9,80.7,1.0,3.0,$2.3B,14.61,1.86,7.76,,13.5,20.0,2.0,-6.17,49.03,13.03,4.57,9.37,-79.7,,46.2,-0.95,2.03,0.88,18.95,109.26,100.0,170.0,64.65,6.66,1.44,70.13,13.93
PLTK,Playtika Holding Corp.,Communication Services,Electronic Gaming & Multimedia,59.8,HOLD,⚠️ Below 200 DMA,55.4,Narrow,3.09,5.52,78.64,11.0,$1.2B,3.14,0.42,-2.89,,12.05,,4.4,7.03,72.47,-40.73,-7.49,22.5,,,3.34,-44.72,,,10.8,16.16,100.0,1297.0,166.67,0.02,1.1,4.03,-23.33
VLGEA,"Village Super Market, Inc.",Consumer Defensive,Grocery Stores,59.8,HOLD,💰 Income,36.0,Weak,39.15,,,,$578M,,0.25,1.15,,7.25,12.0,4.5,1.07,28.39,2.59,2.37,3.48,-6.3,,30.15,-2.49,0.66,0.5,2.75,66.3,100.0,255.0,26.6,4.55,1.17,36.12,8.39
EAT,"Brinker International, Inc.",Consumer Cyclical,Restaurants,59.7,HOLD,📈 Analyst Conviction · ⚠️ High Leverage,49.5,Weak,148.2,191.05,28.91,19.0,$6.6B,12.03,1.16,17.0,1.43,10.13,178.0,6.9,-5.33,18.68,11.6,7.98,4.61,8.4,,47.76,-20.8,4.65,1.34,12.8,114.56,100.0,,,13.87,0.36,150.49,-1.52
OII,"Oceaneering International, Inc.",Energy,Oil & Gas Equipment & Services,59.6,HOLD,⭐ Compounder · 💎 Deep Value,51.5,Weak,35.5,27.5,-22.54,4.0,$3.6B,16.67,1.28,3.29,0.08,9.12,39.0,-6.3,-2.14,20.42,9.78,12.71,6.13,216.7,,129.62,-8.97,0.81,1.21,6.4,102.86,100.0,,,7.61,1.99,24.4,45.49
DT,"Dynatrace, Inc.",Technology,Software - Application,59.6,HOLD,📈 Analyst Conviction · ⚠️ Below 200 DMA,60.5,Narrow,35.92,50.16,39.64,31.0,$10.8B,18.78,5.61,3.91,,35.58,7.0,18.2,10.94,81.75,14.11,9.55,4.36,-88.9,,9.41,-37.77,0.03,0.81,3.77,101.65,100.0,,,4.0,1.56,47.52,-24.41
RGCO,RGC Resources Inc.,Utilities,Utilities - Regulated Gas,59.4,HOLD,💰 Income,34.5,None,22.06,22.7,2.9,1.0,$229M,15.99,2.33,1.96,,12.78,11.0,10.9,-60.73,32.97,22.22,13.11,2.69,-7.3,,13.13,-7.39,1.34,0.52,0.77,41.83,100.0,379.0,66.4,3.37,0.8,21.66,1.85
FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,59.4,HOLD,⭐ Compounder · 💰 Income,61.5,Narrow,66.31,61.14,-7.8,21.0,$27.3B,19.14,2.74,7.9,2.39,14.74,30.0,6.3,7.07,21.96,12.5,9.7,4.05,8.0,,199.77,-1.84,0.39,0.73,4.3,102.14,100.0,30.0,9.01,8.64,1.13,41.64,59.25
AFRM,"Affirm Holdings, Inc.",Financial Services,Credit Services,59.3,HOLD,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ High Beta · ⚠️ High Leverage · ⚠️ Below 200 DMA,30.0,None,46.98,84.48,79.82,27.0,$15.6B,12.39,4.21,4.4,0.2,44.15,9.0,29.6,19.18,47.78,10.47,7.6,2.92,61.3,,52.03,-53.02,2.59,3.58,6.18,85.12,100.0,,,1.23,13.85,69.3,-32.21
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,59.2,HOLD,📈 Analyst Conviction · ⚠️ High Leverage,74.5,Narrow,215.69,281.59,30.55,34.0,$26.4B,9.46,1.79,20.58,,12.36,49.0,11.4,47.66,90.12,15.45,8.78,11.1,-31.4,,65.9,-29.0,2.55,1.38,6.89,103.25,100.0,78.0,16.31,5.77,0.73,220.23,-2.06
BSY,"Bentley Systems, Incorporated",Technology,Software - Application,59.2,HOLD,💰 Income · ⚠️ Below 200 DMA,66.5,Narrow,36.55,48.0,31.33,14.0,$11.1B,23.25,7.39,9.66,1.36,29.51,25.0,11.9,4.08,81.52,20.05,18.5,4.21,17.1,,18.04,-38.31,1.08,1.2,8.59,49.66,100.0,77.0,32.93,6.52,0.56,47.3,-22.73
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,59.1,HOLD,⚠️ High Short,40.0,Weak,26.95,31.56,17.11,18.0,$8.0B,10.43,0.79,2.03,,8.28,15.0,-3.4,-13.56,30.27,14.23,5.69,7.85,-11.0,,5.19,-38.54,1.85,-0.04,22.58,62.14,100.0,579.0,80.41,5.68,0.82,30.81,-12.53
ZETA,Zeta Global Holdings Corp.,Technology,Software - Infrastructure,59.0,HOLD,🚀 Accel Growth,52.0,Weak,16.95,29.08,71.56,12.0,$4.2B,14.27,3.19,5.16,,50.28,-4.0,25.4,-1.98,60.63,8.02,-2.41,8.23,-57.1,,58.56,-31.93,0.27,1.26,11.78,84.36,100.0,,,1.38,1.6,17.73,-4.4
UBER,"Uber Technologies, Inc.",Technology,Software - Application,58.9,HOLD,⭐ Compounder · 📈 Analyst Conviction,60.5,Narrow,75.42,104.47,38.52,52.0,$156.7B,17.59,3.01,5.77,,25.5,40.0,20.1,16.77,38.5,12.35,19.33,4.05,-95.7,,24.39,-26.05,0.44,1.21,2.66,85.13,100.0,,,6.15,1.14,88.53,-14.81
PFE,"Pfizer, Inc.",Healthcare,Drug Manufacturers - General,58.9,HOLD,💰 Income,61.3,Narrow,27.65,28.43,2.82,26.0,$157.2B,9.77,2.51,1.69,,7.96,9.0,-1.2,-17.51,75.81,24.63,12.42,,,,32.17,-1.04,0.67,0.44,2.58,67.71,100.0,622.0,126.47,,,25.01,10.56
HBB,Hamilton Beach Brands Holding C,Consumer Cyclical,"Furnishings, Fixtures & Appliances",58.9,HOLD,💰 Income,33.0,None,19.04,,,,$257M,11.9,0.42,1.4,,7.05,15.0,-0.3,-40.16,25.73,9.61,4.36,-2.41,-22.7,,49.69,-10.19,0.5,0.19,2.03,42.92,100.0,252.0,20.43,5.63,2.47,16.49,15.46
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,58.8,HOLD,—,25.5,None,78.71,94.62,20.21,24.0,$73.4B,5.67,0.4,1.16,,10.05,4.0,-5.1,10.38,10.72,6.54,1.46,11.66,,,89.21,-10.17,2.08,1.36,3.2,88.21,100.0,91.0,17.43,2.54,1.17,64.49,22.05
LXFR,Luxfer Holdings PLC,Industrials,Specialty Industrial Machinery,58.8,HOLD,💰 Income,41.0,Weak,12.87,17.0,32.09,1.0,$344M,10.21,0.89,1.51,,8.36,6.0,-12.3,0.58,23.19,7.72,2.0,8.13,,,36.77,-19.71,0.23,0.98,1.72,97.88,,404.0,86.67,6.03,1.67,13.13,-1.98
